GlobalSequenceNumber,ConfigurationLayer,SourceFile,SourceLine,SourceSymbol,Channel,LogicalChannelIndex,ExpectedPrivateBank,SelectedBankBefore,BankSelectWrite,RegisterAddress,Operation,WriteData,WriteMask,ReadModifyWrite,KnownInitialBits,SymbolicUnknownBits,ComputedFinalValue,DelayBefore,DelayAfter,Condition,Reason,AuthorityReference
262,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1091,PH_OUT_READ,GLOBAL,N/A,N/A,0x01,NO,0xC5,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,post-init output readback,diagnostics_pkg:538-549; bringup:1091-1094
263,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1091,PH_OUT_READ,GLOBAL,N/A,N/A,0x01,NO,0xC8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,post-init output readback,diagnostics_pkg:538-549; bringup:1091-1094
264,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1091,PH_OUT_READ,GLOBAL,N/A,N/A,0x01,NO,0xC9,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,post-init output readback,diagnostics_pkg:538-549; bringup:1091-1094
265,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1091,PH_OUT_READ,GLOBAL,N/A,N/A,0x01,NO,0xCA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,post-init output readback,diagnostics_pkg:538-549; bringup:1091-1094
266,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1091,PH_OUT_READ,GLOBAL,N/A,N/A,0x01,NO,0xCD,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,post-init output readback,diagnostics_pkg:538-549; bringup:1091-1094
267,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1096,PH_AFE_BANK,CH1,0,0x05,0x01,YES,0xFF,WRITE,0x05,0xFF,NO,N/A,NONE,0x05,0,0,ALWAYS,select CH1 classifier bank,diagnostics_pkg:552-563; bringup:1096-1106
268,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1103,PH_AFE_READ,CH1,0,0x05,0x05,NO,0xF0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read CH1 format classifier,NVP PDF p88; bringup:1103-1106
269,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1096,PH_AFE_BANK,CH2,1,0x06,0x05,YES,0xFF,WRITE,0x06,0xFF,NO,N/A,NONE,0x06,0,0,ALWAYS,select CH2 classifier bank,diagnostics_pkg:552-563; bringup:1096-1106
270,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1103,PH_AFE_READ,CH2,1,0x06,0x06,NO,0xF0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read CH2 format classifier,NVP PDF p88; bringup:1103-1106
271,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1096,PH_AFE_BANK,CH3,2,0x07,0x06,YES,0xFF,WRITE,0x07,0xFF,NO,N/A,NONE,0x07,0,0,ALWAYS,select CH3 classifier bank,diagnostics_pkg:552-563; bringup:1096-1106
272,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1103,PH_AFE_READ,CH3,2,0x07,0x07,NO,0xF0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read CH3 format classifier,NVP PDF p88; bringup:1103-1106
273,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1096,PH_AFE_BANK,CH4,3,0x08,0x07,YES,0xFF,WRITE,0x08,0xFF,NO,N/A,NONE,0x08,0,0,ALWAYS,select CH4 classifier bank,diagnostics_pkg:552-563; bringup:1096-1106
274,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1103,PH_AFE_READ,CH4,3,0x08,0x08,NO,0xF0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read CH4 format classifier,NVP PDF p88; bringup:1103-1106
275,L3_ALL_CHANNEL_PUBLIC_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1108,PH_RESTORE,GLOBAL,N/A,N/A,0x08,YES,0xFF,WRITE,AUTOINIT_ENTRY_BANK,0xFF,NO,N/A,AUTOINIT_ENTRY_BANK,AUTOINIT_ENTRY_BANK,0,0,ALWAYS,restore autoinit entry bank,bringup:1108-1116
276,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,600,PREPARE_A,GLOBAL,N/A,N/A,AUTOINIT_ENTRY_BANK,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save original bank,g2b_nvp_video_diag.sv:600
277,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,601,PREPARE_A,GLOBAL,N/A,N/A,AUTOINIT_ENTRY_BANK,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,select Bank0,g2b_nvp_video_diag.sv:601
278,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,602,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x78,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save BGDCOL CH1/CH2,g2b_nvp_video_diag.sv:602
279,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,603,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x79,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save BGDCOL CH3/CH4,g2b_nvp_video_diag.sv:603
280,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,604,PREPARE_A,GLOBAL,N/A,N/A,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:604
281,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,605,PREPARE_A,GLOBAL,N/A,N/A,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save full VDO1 route byte,g2b_nvp_video_diag.sv:605
282,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,606,PREPARE_A,GLOBAL,N/A,N/A,0x01,YES,0xFF,WRITE,ORIGINAL_ENTRY_BANK,0xFF,NO,N/A,NONE,ORIGINAL_ENTRY_BANK,0,0,ALWAYS,restore original bank,g2b_nvp_video_diag.sv:606
283,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,646,PREPARE_A,GLOBAL,N/A,N/A,ORIGINAL_ENTRY_BANK,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,verification Bank0,g2b_nvp_video_diag.sv:646
284,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x80,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
285,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x00,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
286,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x01,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
287,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x02,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
288,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x03,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
289,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x08,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
290,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x09,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
291,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x0A,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
292,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x0B,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
293,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x81,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
294,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x82,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
295,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x83,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
296,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x84,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
297,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x85,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
298,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x86,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
299,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x87,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
300,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_A,GLOBAL,N/A,N/A,0x00,NO,0x88,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
301,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,650,PREPARE_A,GLOBAL,N/A,N/A,0x00,YES,0xFF,WRITE,ORIGINAL_ENTRY_BANK,0xFF,NO,N/A,NONE,ORIGINAL_ENTRY_BANK,0,0,ALWAYS,release at original bank,g2b_nvp_video_diag.sv:650
302,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,600,PREPARE_B,GLOBAL,N/A,N/A,ORIGINAL_ENTRY_BANK,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save original bank,g2b_nvp_video_diag.sv:600
303,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,601,PREPARE_B,GLOBAL,N/A,N/A,ORIGINAL_ENTRY_BANK,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,select Bank0,g2b_nvp_video_diag.sv:601
304,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,602,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x78,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save BGDCOL CH1/CH2,g2b_nvp_video_diag.sv:602
305,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,603,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x79,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save BGDCOL CH3/CH4,g2b_nvp_video_diag.sv:603
306,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,604,PREPARE_B,GLOBAL,N/A,N/A,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:604
307,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,605,PREPARE_B,GLOBAL,N/A,N/A,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,save full VDO1 route byte,g2b_nvp_video_diag.sv:605
308,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,606,PREPARE_B,GLOBAL,N/A,N/A,0x01,YES,0xFF,WRITE,ORIGINAL_ENTRY_BANK,0xFF,NO,N/A,NONE,ORIGINAL_ENTRY_BANK,0,0,ALWAYS,restore original bank,g2b_nvp_video_diag.sv:606
309,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,646,PREPARE_B,GLOBAL,N/A,N/A,ORIGINAL_ENTRY_BANK,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,verification Bank0,g2b_nvp_video_diag.sv:646
310,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x80,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
311,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x00,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
312,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x01,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
313,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x02,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
314,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x03,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
315,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x08,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
316,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x09,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
317,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x0A,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
318,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x0B,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
319,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x81,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
320,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x82,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
321,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x83,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
322,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x84,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
323,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x85,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
324,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x86,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
325,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x87,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
326,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,648,PREPARE_B,GLOBAL,N/A,N/A,0x00,NO,0x88,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify all-channel public configuration,g2b_nvp_video_diag.sv:648
327,L4_DIAGNOSTIC_PREPARE,rtl/g2b/g2b_nvp_video_diag.sv,650,PREPARE_B,GLOBAL,N/A,N/A,0x00,YES,0xFF,WRITE,ORIGINAL_ENTRY_BANK,0xFF,NO,N/A,NONE,ORIGINAL_ENTRY_BANK,0,0,ALWAYS,release at original bank,g2b_nvp_video_diag.sv:650
328,L5_ROUND_BGDCOL,rtl/g2b/g2b_nvp_video_diag.sv,696,ROUND_1_BGDCOL,GLOBAL,N/A,N/A,ORIGINAL_ENTRY_BANK,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,select Bank0,g2b_nvp_video_diag.sv:696
329,L5_ROUND_BGDCOL,rtl/g2b/g2b_nvp_video_diag.sv,697,ROUND_1_BGDCOL,GLOBAL,N/A,N/A,0x00,NO,0x78,WRITE,0x46,0xFF,NO,N/A,NONE,0x46,0,0,ALWAYS,write Latin-square colors CH1/CH2,g2b_nvp_video_diag.sv:697
330,L5_ROUND_BGDCOL,rtl/g2b/g2b_nvp_video_diag.sv,699,ROUND_1_BGDCOL,GLOBAL,N/A,N/A,0x00,NO,0x79,WRITE,0x13,0xFF,NO,N/A,NONE,0x13,0,0,ALWAYS,write Latin-square colors CH3/CH4,g2b_nvp_video_diag.sv:699
331,L5_ROUND_BGDCOL,rtl/g2b/g2b_nvp_video_diag.sv,722,ROUND_1_BGDCOL,GLOBAL,N/A,N/A,0x00,NO,0x78,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify BGDCOL 0x78,g2b_nvp_video_diag.sv:722
332,L5_ROUND_BGDCOL,rtl/g2b/g2b_nvp_video_diag.sv,724,ROUND_1_BGDCOL,GLOBAL,N/A,N/A,0x00,NO,0x79,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify BGDCOL 0x79,g2b_nvp_video_diag.sv:724
333,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_1_CH1,CH1,0,0x05,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
334,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_1_CH1,CH1,0,0x05,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
335,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_1_CH1,CH1,0,0x05,0x01,NO,0xC2,WRITE,0x00,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x0; observed 0x00,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
336,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_1_CH1,CH1,0,0x05,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
337,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_1_CH1,CH1,0,0x05,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
338,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
339,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
340,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
341,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
342,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH1 status,g2b_nvp_video_diag.sv:850
343,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
344,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
345,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
346,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
347,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH1 status,g2b_nvp_video_diag.sv:850
348,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
349,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
350,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_1_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
